,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,Direct_pipeline_pout,price,MEF_CO2,AEF_CO2,Load,Time
1698,15853.20383,-15853.20383,0,0,15853.20383,-287.1973599,-15566.00647,0,0,15566.00647,287.1973599,0,0,0,0,0,0,24495.40502,0,0.10984969,-6034.69198,-11501.41143,0,2021/3/12 18:00
1699,16448.86021,-16448.86021,0,0,16448.86021,0,-16448.86021,0,0,16448.86021,0,0,0,0,0,0,0,24495.40502,0,0.054022951,-10865.98222,-11783.26788,0,2021/3/12 19:00
1700,9071.266798,-9071.266798,0,0,9071.266798,0,-9071.266798,0,0,9071.266798,0,0,0,0,0,0,0,24495.40502,0,0.046224032,-6619.114529,-6580.851906,0,2021/3/12 20:00
1701,0,0,0,0,0,0,-2826.484265,0,0,2826.484265,0,-2785.41007,2785.41007,-49.48698095,41.07419418,0,0,24495.40502,-49.48698095,0.040166194,0,0,49.48698095,2021/3/12 21:00
1702,6535.91182,-6535.91182,0,0,6535.91182,0,-6535.91182,0,0,6535.91182,0,0,0,0,0,0,0,24495.40502,0,0.04357598,-4961.060923,-4834.445817,0,2021/3/12 22:00
1703,0,0,0,0,0,0,-12053.475,0,0,12053.475,0,-11878.31508,11878.31508,-211.0360547,175.1599254,0,0,24495.40502,-211.0360547,0.03788225,0,0,211.0360547,2021/3/12 23:00
1704,0,0,0,0,0,0,-16448.86021,0,0,16448.86021,0,-16209.82698,16209.82698,-287.9918499,239.0332354,0,0,24495.40502,-287.9918499,0.035316538,0,0,287.9918499,2021/3/13 0:00
1705,-199.5069672,0,199.5069672,-199.5069672,0,0,-16448.86021,0,0,16448.86021,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,24495.40502,-291.484881,0.030002808,147.5972561,151.1696698,291.484881,2021/3/13 1:00
1706,-199.5069672,0,199.5069672,-199.5069672,0,0,-16448.86021,0,0,16448.86021,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,24495.40502,-291.484881,0.030430128,72.38165082,152.0531264,291.484881,2021/3/13 2:00
1707,-3187.75266,0,3187.75266,-3187.75266,0,0,-13460.61452,0,0,13460.61452,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,24495.40502,-291.484881,0.031532411,930.6947772,2441.035967,291.484881,2021/3/13 3:00
1708,0,0,0,0,0,0,-16448.86021,0,0,16448.86021,0,-16209.82698,16209.82698,-287.9918499,239.0332354,0,0,24495.40502,-287.9918499,0.032696048,0,0,287.9918499,2021/3/13 4:00
1709,0,0,0,0,0,0,-15456.28618,0,0,15456.28618,0,-15231.67693,15231.67693,-270.6135496,224.6092462,0,0,24495.40502,-270.6135496,0.032890073,0,0,270.6135496,2021/3/13 5:00
1710,87.50292707,-87.50292707,0,0,87.50292707,-287.0098942,-16448.86021,0,0,16448.86021,287.0098942,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,24495.40502,-291.484881,0.02573137,-76.21879461,-66.05148825,291.484881,2021/3/13 6:00
1711,7636.615528,-7636.615528,0,0,7636.615528,-10197.006,-14207.48551,0,0,14207.48551,10197.006,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,24786.8899,0,0.013350392,-6606.797589,-5275.964615,0,2021/3/13 7:00
1712,1969.004803,-1969.004803,0,0,1969.004803,-12814.40126,-5802.970723,0,0,5802.970723,12814.40126,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,24786.8899,-291.484881,0.019293389,-1419.984971,-1302.730748,291.484881,2021/3/13 8:00
1713,3051.2634,-3051.2634,0,0,3051.2634,-14420.41939,-5279.211186,0,0,5279.211186,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,24786.8899,-291.484881,0.02453393,-2980.322785,-1985.479591,291.484881,2021/3/13 9:00
1714,4269.248725,-4269.248725,0,0,4269.248725,-14420.41939,-6616.705313,0,0,6616.705313,14420.41939,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,25078.37478,0,0.012827779,-3412.711333,-2779.312175,0,2021/3/13 10:00
1715,5231.759557,-5231.759557,0,0,5231.759557,-13098.78664,-8900.848903,0,0,8900.848903,13098.78664,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,25369.85966,0,0.015249233,-4022.048504,-3372.454667,0,2021/3/13 11:00
1716,5126.476608,-5126.476608,0,0,5126.476608,-12939.44084,-8835.402947,0,0,8835.402947,12939.44084,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25369.85966,-291.484881,0.026731771,-4470.749885,-3328.901757,291.484881,2021/3/13 12:00
1717,10171.3921,-10171.3921,0,0,10171.3921,-14166.96585,-12691.10426,0,0,12691.10426,14166.96585,-16406.43473,16406.43473,-291.484881,280.2432773,93.44103931,0,25463.3007,-198.0438417,0.016255471,-7438.150686,-6675.338351,198.0438417,2021/3/13 13:00
1718,13882.58232,-13882.58232,0,0,13882.58232,-14420.41939,-16230.03891,0,0,16230.03891,14420.41939,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,25754.78558,0,0.014478774,-9689.00148,-9264.072858,0,2021/3/13 14:00
1719,13741.75025,-13741.75025,0,0,13741.75025,-13941.25722,-16448.86021,0,0,16448.86021,13941.25722,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25754.78558,-291.484881,0.024487663,-12002.46035,-9221.101896,291.484881,2021/3/13 15:00
1720,10113.32843,-10113.32843,0,0,10113.32843,-11969.49362,-14792.20199,0,0,14792.20199,11969.49362,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25754.78558,-291.484881,0.037972632,-7991.166874,-7020.85036,291.484881,2021/3/13 16:00
1721,22559.74673,-22559.74673,0,0,22559.74673,-6430.633835,-16129.1129,0,0,16129.1129,6430.633835,0,0,0,0,0,0,25754.78558,0,0.065787368,-10940.92475,-16283.43596,0,2021/3/13 17:00
1722,13129.86253,-13129.86253,0,0,13129.86253,-94.29521672,-13035.56731,0,0,13035.56731,94.29521672,0,0,0,0,0,0,25754.78558,0,0.080163781,-5914.235899,-9691.045494,0,2021/3/13 18:00
1723,12438.76713,-12438.76713,0,0,12438.76713,0,-12438.76713,0,0,12438.76713,0,0,0,0,0,0,0,25754.78558,0,0.042907722,-9813.955333,-9038.578538,0,2021/3/13 19:00
1724,0,0,0,0,0,0,-9484.487905,0,0,9484.487905,0,-9346.66025,9346.66025,-166.0574156,137.827655,0,0,25754.78558,-166.0574156,0.038339214,0,0,166.0574156,2021/3/13 20:00
1725,0,0,0,0,0,0,-7970.900075,0,0,7970.900075,0,-7855.067731,7855.067731,-139.5570409,115.832344,0,0,25754.78558,-139.5570409,0.0358122,0,0,139.5570409,2021/3/13 21:00
1726,0,0,0,0,0,0,-7560.063029,0,0,7560.063029,0,-7450.200929,7450.200929,-132.3639759,109.8621,0,0,25754.78558,-132.3639759,0.03675929,0,0,132.3639759,2021/3/13 22:00
1727,0,0,0,0,0,0,-12223.70799,0,0,12223.70799,0,-12046.07425,12046.07425,-214.0165476,177.6337345,0,0,25754.78558,-214.0165476,0.035093488,0,0,214.0165476,2021/3/13 23:00
1728,0,0,0,0,0,0,-15418.68547,0,0,15418.68547,0,-15194.62264,15194.62264,-269.9552245,224.0628363,0,0,25754.78558,-269.9552245,0.037555008,0,0,269.9552245,2021/3/14 0:00
1729,0,0,0,0,0,0,-15477.11822,0,0,15477.11822,0,-15252.20624,15252.20624,-270.9782835,224.9119753,0,0,25754.78558,-270.9782835,0.035585297,0,0,270.9782835,2021/3/14 1:00
1730,0,0,0,0,0,0,-13982.6744,0,0,13982.6744,0,-13779.47953,13779.47953,-244.8130882,203.1948632,0,0,25754.78558,-244.8130882,0.033674089,0,0,244.8130882,2021/3/14 2:00
1731,0,0,0,0,0,0,-15404.93351,0,0,15404.93351,0,-15181.07052,15181.07052,-269.7144508,223.8629942,0,0,25754.78558,-269.7144508,0.034362801,0,0,269.7144508,2021/3/14 3:00
1732,0,0,0,0,0,0,-16402.57048,0,0,16402.57048,0,-16164.20992,16164.20992,-287.1813945,238.3605574,0,0,25754.78558,-287.1813945,0.035038245,0,0,287.1813945,2021/3/14 4:00
1733,0,0,0,0,0,0,-14750.642,0,0,14750.642,0,-14536.2871,14536.2871,-258.2589079,214.3548936,0,0,25754.78558,-258.2589079,0.034358113,0,0,258.2589079,2021/3/14 5:00
1734,67.81903492,-67.81903492,0,0,67.81903492,-267.3260021,-16448.86021,0,0,16448.86021,267.3260021,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25754.78558,-291.484881,0.030772475,-33.6315042,-51.82610839,291.484881,2021/3/14 6:00
1735,6807.792964,-6807.792964,0,0,6807.792964,-10502.38753,-12988.80657,0,0,12988.80657,10502.38753,-16406.43473,16406.43473,-291.484881,276.9664085,85.44867623,0,25840.23426,-206.0362048,0.021245282,-4750.58282,-4727.631957,206.0362048,2021/3/14 7:00
1736,5710.060271,-5710.060271,0,0,5710.060271,-14107.91417,-8370.02208,0,0,8370.02208,14107.91417,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,26131.71914,0,0.014357941,-3413.441235,-3774.360945,0,2021/3/14 8:00
1737,4156.081339,-4156.081339,0,0,4156.081339,-14420.41939,-6384.029125,0,0,6384.029125,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26131.71914,-291.484881,0.023665385,-3049.233961,-2691.364415,291.484881,2021/3/14 9:00
1738,1041.475287,-1041.475287,0,0,1041.475287,-14420.41939,-3388.931874,0,0,3388.931874,14420.41939,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,26423.20402,0,0.019392129,-738.5431192,-665.2544309,0,2021/3/14 10:00
1739,-680.0934044,0,680.0934044,-680.0934044,0,-12698.36003,-3269.913747,0,0,3269.913747,12698.36003,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26423.20402,-291.484881,0.024673179,337.4223179,440.0375071,291.484881,2021/3/14 11:00
1740,-3323.604503,0,3323.604503,-3323.604503,0,-11698.23084,-1626.531836,0,0,1626.531836,11698.23084,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26423.20402,-291.484881,0.024672602,2656.233381,2200.402076,291.484881,2021/3/14 12:00
1741,-4676.131271,0,4676.131271,-4676.131271,0,-9276.737176,-2695.498734,0,0,2695.498734,9276.737176,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26423.20402,-291.484881,0.025781339,3438.454995,3136.38799,291.484881,2021/3/14 13:00
1742,-6995.769432,0,6995.769432,-6995.769432,0,-9000.97522,-651.6225293,0,0,651.6225293,9000.97522,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26423.20402,-291.484881,0.027471823,5493.564499,4771.344949,291.484881,2021/3/14 14:00
1743,1003.357986,-1003.357986,0,0,1003.357986,-12332.23964,-5319.485531,0,0,5319.485531,12332.23964,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26423.20402,-291.484881,0.029906576,-575.3528685,-689.2648021,291.484881,2021/3/14 15:00
1744,377.4165753,-377.4165753,0,0,377.4165753,-11360.23029,-5665.553462,0,0,5665.553462,11360.23029,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26423.20402,-291.484881,0.036426795,-271.6474331,-263.0201209,291.484881,2021/3/14 16:00
1745,6748.106236,-6748.106236,0,0,6748.106236,-5745.071991,-1003.034245,0,0,1003.034245,5745.071991,0,0,0,0,0,0,26423.20402,0,0.042474206,-4458.196138,-4850.194312,0,2021/3/14 17:00
1746,2380.581307,-2380.581307,0,0,2380.581307,-65.61297386,-2314.968333,0,0,2314.968333,65.61297386,0,0,0,0,0,0,26423.20402,0,1.116873529,-1861.922242,-1736.561041,0,2021/3/14 18:00
1747,-11942.04221,0,11942.04221,-11942.04221,0,0,-4825.833774,0,0,4825.833774,0,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,26714.6889,0,0,9005.847771,8737.967827,0,2021/3/14 19:00
1748,4293.816083,-4293.816083,0,0,4293.816083,0,-4293.816083,0,0,4293.816083,0,0,0,0,0,0,0,26714.6889,0,0.044774312,-3335.585294,-3192.466148,0,2021/3/14 20:00
1749,0,0,0,0,0,0,-3933.967118,0,0,3933.967118,0,-3876.799091,3876.799091,-68.87714121,57.1680272,0,0,26714.6889,-68.87714121,0.036386137,0,0,68.87714121,2021/3/14 21:00
1750,0,0,0,0,0,0,-2441.017113,0,0,2441.017113,0,-2405.54449,2405.54449,-42.73810008,35.47262306,0,0,26714.6889,-42.73810008,0.038080363,0,0,42.73810008,2021/3/14 22:00
1751,0,0,0,0,0,0,-3973.434953,0,0,3973.434953,0,-3915.693383,3915.693383,-69.56815655,57.74156994,0,0,26714.6889,-69.56815655,0.036005993,0,0,69.56815655,2021/3/14 23:00
1752,0,0,0,0,0,0,-4504.976995,0,0,4504.976995,0,-4439.511107,4439.511107,-78.87456282,65.46588714,0,-905.7697668,25808.91913,-78.87456282,0.037085053,0,0,984.6443297,2021/3/15 0:00
1753,0,0,0,0,0,0,-4051.146029,0,0,4051.146029,0,-3992.27517,3992.27517,-70.92874667,58.87085973,0,0,25808.91913,-70.92874667,0.035826382,0,0,70.92874667,2021/3/15 1:00
1754,0,0,0,0,0,0,-2806.565146,0,0,2806.565146,0,-2765.780415,2765.780415,-49.13823072,40.7847315,0,0,25808.91913,-49.13823072,0.032674417,0,0,49.13823072,2021/3/15 2:00
1755,0,0,0,0,0,0,-2467.467395,0,0,2467.467395,0,-2431.610399,2431.610399,-43.20119998,35.85699598,0,0,25808.91913,-43.20119998,0.032820562,0,0,43.20119998,2021/3/15 3:00
1756,0,0,0,0,0,0,-1863.823797,0,0,1863.823797,0,-1836.738891,1836.738891,-32.63241685,27.08490598,0,0,25808.91913,-32.63241685,0.036239045,0,0,32.63241685,2021/3/15 4:00
1757,0,0,0,0,0,0,-2268.270398,0,0,2268.270398,0,-2235.308113,2235.308113,-39.71359592,32.96228462,0,0,25808.91913,-39.71359592,0.038764145,0,0,39.71359592,2021/3/15 5:00
1758,2626.53778,-2626.53778,0,0,2626.53778,-301.4447485,-2325.093032,0,0,2325.093032,301.4447485,0,0,0,0,0,0,25808.91913,0,0.051671169,-1479.042808,-2038.399695,0,2021/3/15 6:00
1759,0,0,0,0,0,-9641.170379,-2319.625974,0,0,2319.625974,9641.170379,-11786.98322,11786.98322,-209.4134075,173.8131283,0,0,25808.91913,-209.4134075,0.032377011,0,0,209.4134075,2021/3/15 7:00
1760,0,0,0,0,0,-13446.34793,-918.8117756,0,0,918.8117756,13446.34793,-14156.4066,14156.4066,-251.509762,208.7531025,0,0,25808.91913,-251.509762,0.033761414,0,0,251.509762,2021/3/15 8:00
1761,0,0,0,0,0,-13910.88779,-176.6123825,0,0,176.6123825,13910.88779,-13882.78199,13882.78199,-246.648411,204.7181811,0,0,25808.91913,-246.648411,0.036213445,0,0,246.648411,2021/3/15 9:00
1762,0,0,0,0,0,-13767.47657,0,0,0,0,13767.47657,-13567.40894,13567.40894,-241.0453365,200.0676293,0,0,25808.91913,-241.0453365,0.036434479,0,0,241.0453365,2021/3/15 10:00
1763,0,0,0,0,0,-13601.38202,0,0,0,0,13601.38202,-13403.72806,13403.72806,-238.1373005,197.6539594,0,0,25808.91913,-238.1373005,0.037290333,0,0,238.1373005,2021/3/15 11:00
1764,0,0,0,0,0,-13378.8603,-814.9254566,0,0,814.9254566,13378.8603,-13987.52305,13987.52305,-248.5092927,206.2627129,0,0,25808.91913,-248.5092927,0.033440161,0,0,248.5092927,2021/3/15 12:00
1765,162.1762214,-162.1762214,0,0,162.1762214,-13763.16486,-3047.37854,0,0,3047.37854,13763.16486,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25808.91913,-291.484881,0.034267005,-77.26253737,-109.9555224,291.484881,2021/3/15 13:00
1766,0,0,0,0,0,-13669.43204,-2634.435961,0,0,2634.435961,13669.43204,-16066.94178,16066.94178,-285.4532804,236.9262227,0,0,25808.91913,-285.4532804,0.034454411,0,0,285.4532804,2021/3/15 14:00
1767,-1300.918547,0,1300.918547,-1300.918547,0,-13018.73881,-2328.709827,0,0,2328.709827,13018.73881,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25808.91913,-291.484881,0.030869149,674.4984765,904.9499435,291.484881,2021/3/15 15:00
1768,0,0,0,0,0,-10873.38203,-2127.652099,0,0,2127.652099,10873.38203,-12812.10437,12812.10437,-227.6262197,188.9297623,0,0,25808.91913,-227.6262197,0.033452455,0,0,227.6262197,2021/3/15 16:00
1769,0,0,0,0,0,-5378.764131,-2158.821077,0,0,2158.821077,5378.764131,-7428.049754,7428.049754,-131.9704271,109.5354545,0,0,25808.91913,-131.9704271,0.041119552,0,0,131.9704271,2021/3/15 17:00
1770,3139.355283,-3139.355283,0,0,3139.355283,-50.05332577,-3089.301957,0,0,3089.301957,50.05332577,0,0,0,0,0,0,25808.91913,0,0.046301479,-2857.090459,-2263.753664,0,2021/3/15 18:00
1771,0,0,0,0,0,0,-2408.859041,0,0,2408.859041,0,-2373.853736,2373.853736,-42.17506638,35.00530509,0,0,25808.91913,-42.17506638,0.038326807,0,0,42.17506638,2021/3/15 19:00
1772,0,0,0,0,0,0,-2700.372685,0,0,2700.372685,0,-2661.131132,2661.131132,-47.2789795,39.24155298,0,0,25808.91913,-47.2789795,0.035965663,0,0,47.2789795,2021/3/15 20:00
1773,0,0,0,0,0,0,-1959.712465,0,0,1959.712465,0,-1931.234114,1931.234114,-34.31126598,28.47835076,0,0,25808.91913,-34.31126598,0.033086824,0,0,34.31126598,2021/3/15 21:00
1774,0,0,0,0,0,0,-1211.315095,0,0,1211.315095,0,-1193.712382,1193.712382,-21.20808801,17.60271304,0,0,25808.91913,-21.20808801,0.034977893,0,0,21.20808801,2021/3/15 22:00
1775,-15611.8049,0,15611.8049,-15611.8049,0,0,-1036.56228,0,0,1036.56228,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25808.91913,-291.484881,0.030911858,8323.518052,11711.05948,291.484881,2021/3/15 23:00
1776,-15540.74245,0,15540.74245,-15540.74245,0,0,-1107.624734,0,0,1107.624734,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25808.91913,-291.484881,0.031135564,8963.381903,11642.16075,291.484881,2021/3/16 0:00
1777,-15841.83187,0,15841.83187,-15841.83187,0,0,-806.5353073,0,0,806.5353073,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25808.91913,-291.484881,0.025380325,10630.70742,11844.48393,291.484881,2021/3/16 1:00
1778,-16028.8267,0,16028.8267,-16028.8267,0,0,-691.9021077,0,0,691.9021077,0,-16406.43473,16406.43473,-291.484881,314.2940746,176.4917643,0,25985.4109,-114.9931167,0.017405742,17755.67508,11916.90575,114.9931167,2021/3/16 2:00
1779,-16094.11086,0,16094.11086,-16094.11086,0,0,-554.2563258,0,0,554.2563258,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25985.4109,-291.484881,0.01781865,10506.22852,11852.7592,291.484881,2021/3/16 3:00
1780,-16216.32188,0,16216.32188,-16216.32188,0,0,-432.0453019,0,0,432.0453019,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25985.4109,-291.484881,0.025294164,14130.21159,12122.54488,291.484881,2021/3/16 4:00
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25985.4109,0,0.033091529,0,0,0,2021/3/16 5:00
1782,0,0,0,0,0,-239.2061561,0,0,0,0,239.2061561,-235.7300356,235.7300356,-4.188097078,3.476120575,0,0,25985.4109,-4.188097078,0.037030039,0,0,4.188097078,2021/3/16 6:00
1783,-7248.46508,0,7248.46508,-7248.46508,0,-9399.902101,0,0,0,0,9399.902101,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25985.4109,-291.484881,0.027837538,5046.046712,5137.021923,291.484881,2021/3/16 7:00
1784,-4272.822983,0,4272.822983,-4272.822983,0,-12375.5442,0,0,0,0,12375.5442,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,25985.4109,-291.484881,0.026043024,3748.494257,2911.157653,291.484881,2021/3/16 8:00
1785,-2209.065386,0,2209.065386,-2209.065386,0,-13978.00049,-580.8101106,0,0,580.8101106,13978.00049,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,26276.89578,0,0.015776543,920.4085135,1456.627449,0,2021/3/16 9:00
1786,-1131.617511,0,1131.617511,-1131.617511,0,-14261.0736,-1255.676069,0,0,1255.676069,14261.0736,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.020497314,653.7160855,731.913191,291.484881,2021/3/16 10:00
1787,-1152.540211,0,1152.540211,-1152.540211,0,-14050.36222,-1445.464748,0,0,1445.464748,14050.36222,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.025974153,1011.411201,755.2792346,291.484881,2021/3/16 11:00
1788,0,0,0,0,0,-13860.27206,-1773.812712,0,0,1773.812712,13860.27206,-15406.89178,15406.89178,-273.7265037,227.192998,0,0,26276.89578,-273.7265037,0.040591794,0,0,273.7265037,2021/3/16 12:00
1789,15984.95344,-15984.95344,0,0,15984.95344,-13797.65854,-2187.294903,0,0,2187.294903,13797.65854,0,0,0,0,0,0,26276.89578,0,0.04912587,-8988.602593,-10764.18213,0,2021/3/16 13:00
1790,16808.1802,-16808.1802,0,0,16808.1802,-13700.92627,-3107.253935,0,0,3107.253935,13700.92627,0,0,0,0,0,0,26276.89578,0,0.042062641,-11894.71801,-11376.46151,0,2021/3/16 14:00
1791,1023.51741,-1023.51741,0,0,1023.51741,-13204.32979,-4467.5548,0,0,4467.5548,13204.32979,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.028742568,-682.8750296,-696.3413085,291.484881,2021/3/16 15:00
1792,0,0,0,0,0,-11359.85536,-5168.269792,0,0,5168.269792,11359.85536,-16287.94005,16287.94005,-289.3796455,240.1851058,0,0,26276.89578,-289.3796455,0.034525103,0,0,289.3796455,2021/3/16 16:00
1793,0,0,0,0,0,-5837.11762,-5721.145688,0,0,5721.145688,5837.11762,-11390.29975,11390.29975,-202.3657316,167.9635572,0,0,26276.89578,-202.3657316,0.041307698,0,0,202.3657316,2021/3/16 17:00
1794,6525.446436,-6525.446436,0,0,6525.446436,-47.99120374,-6477.455232,0,0,6477.455232,47.99120374,0,0,0,0,0,0,26276.89578,0,0.044675703,-6298.08397,-4613.071475,0,2021/3/16 18:00
1795,0,0,0,0,0,0,-6095.014094,0,0,6095.014094,0,-6006.441942,6006.441942,-106.7134355,88.57215148,0,0,26276.89578,-106.7134355,0.038734658,0,0,106.7134355,2021/3/16 19:00
1796,0,0,0,0,0,0,-4884.340369,0,0,4884.340369,0,-4813.36161,4813.36161,-85.51657683,70.97875877,0,0,26276.89578,-85.51657683,0.035014224,0,0,85.51657683,2021/3/16 20:00
1797,-13954.78558,0,13954.78558,-13954.78558,0,0,-2693.5816,0,0,2693.5816,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.031164955,10013.11417,10169.78721,291.484881,2021/3/16 21:00
1798,0,0,0,0,0,0,-2100.898867,0,0,2100.898867,0,-2070.36881,2070.36881,-36.7832022,30.53005783,0,0,26276.89578,-36.7832022,0.032603888,0,0,36.7832022,2021/3/16 22:00
1799,-14908.74597,0,14908.74597,-14908.74597,0,0,-1739.62121,0,0,1739.62121,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.03182754,10809.44466,11175.46845,291.484881,2021/3/16 23:00
1800,-14187.31,0,14187.31,-14187.31,0,0,-2461.057179,0,0,2461.057179,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.030388169,9880.268329,10362.1346,291.484881,2021/3/17 0:00
1801,-13190.62899,0,13190.62899,-13190.62899,0,0,-3457.738193,0,0,3457.738193,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26276.89578,-291.484881,0.022751844,7942.029803,9541.582078,291.484881,2021/3/17 1:00
1802,-12783.51883,0,12783.51883,-12783.51883,0,0,-3882.757493,0,0,3882.757493,0,-16406.43473,16406.43473,-291.484881,259.8415966,43.68084234,0,26320.57662,-247.8040386,0.020386578,3837.632463,9173.773316,247.8040386,2021/3/17 2:00
1803,-13684.99596,0,13684.99596,-13684.99596,0,0,-2963.371217,0,0,2963.371217,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26320.57662,-291.484881,0.026357671,12024.25468,9883.431821,291.484881,2021/3/17 3:00
1804,-15296.38029,0,15296.38029,-15296.38029,0,0,-1351.98689,0,0,1351.98689,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26320.57662,-291.484881,0.027603708,7817.404392,11108.73144,291.484881,2021/3/17 4:00
1805,-16322.04102,0,16322.04102,-16322.04102,0,0,-326.3261636,0,0,326.3261636,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26320.57662,-291.484881,0.031668766,11478.59264,11851.50203,291.484881,2021/3/17 5:00
1806,-15994.10419,0,15994.10419,-15994.10419,0,-246.3298504,-407.9331442,0,0,407.9331442,246.3298504,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26320.57662,-291.484881,0.03150936,11377.4217,11610.22782,291.484881,2021/3/17 6:00
1807,0,0,0,0,0,-7383.334216,-276.8528329,0,0,276.8528329,7383.334216,-7548.869956,7548.869956,-134.1169789,111.3170925,0,0,26320.57662,-134.1169789,0.03781112,0,0,134.1169789,2021/3/17 7:00
1808,0,0,0,0,0,-9399.902101,0,0,0,0,9399.902101,-9263.303639,9263.303639,-164.5764606,136.5984623,0,0,26320.57662,-164.5764606,0.034565052,0,0,164.5764606,2021/3/17 8:00
1809,12498.53218,-12498.53218,0,0,12498.53218,-12102.2193,-396.3128833,0,0,396.3128833,12102.2193,0,0,0,0,0,0,26320.57662,0,0.046452093,-11003.67655,-8310.232751,0,2021/3/17 9:00
1810,0,0,0,0,0,-13701.8636,-905.4552206,0,0,905.4552206,13701.8636,-14395.04668,14395.04668,-255.7495604,212.2721351,0,0,26320.57662,-255.7495604,0.03788599,0,0,255.7495604,2021/3/17 10:00
1811,0,0,0,0,0,-13811.15607,-1058.550298,0,0,1058.550298,13811.15607,-14653.62124,14653.62124,-260.3435245,216.0851254,0,0,26320.57662,-260.3435245,0.038199422,0,0,260.3435245,2021/3/17 11:00
1812,0,0,0,0,0,-13588.07196,-1062.567149,0,0,1062.567149,13588.07196,-14437.73744,14437.73744,-256.5080256,212.9016613,0,0,26320.57662,-256.5080256,0.0389,0,0,256.5080256,2021/3/17 12:00
1813,0,0,0,0,0,-13522.83391,-1268.325547,0,0,1268.325547,13522.83391,-14576.21577,14576.21577,-258.9683005,214.9436894,0,0,26320.57662,-258.9683005,0.038211576,0,0,258.9683005,2021/3/17 13:00
1814,-1747.742712,0,1747.742712,-1747.742712,0,-13360.48867,-1540.1358,0,0,1540.1358,13360.48867,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26320.57662,-291.484881,0.029636201,1543.013187,1141.460701,291.484881,2021/3/17 14:00
1815,-2327.167116,0,2327.167116,-2327.167116,0,-12896.69868,-1544.01019,0,0,1544.01019,12896.69868,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,26612.0615,0,0.017886234,1717.461823,1513.329948,0,2021/3/17 15:00
1816,-4191.009628,0,4191.009628,-4191.009628,0,-10777.77455,-1679.583002,0,0,1679.583002,10777.77455,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,26612.0615,-291.484881,0.023313321,2986.731515,2762.408152,291.484881,2021/3/17 16:00
